image_name,caption,emotions
visualnews__usa_today_images_0272_218.jpg,Tiger Woods lines up a putt on the 11th green during the second round of The Players Championship golf tournament at TPC Sawgrass,"['happy', 'excited', 'curious', 'inspired']"
visualnews__usa_today_images_0272_876.jpg,With three Golden Globe wins Boyhood is a frontrunner heading in Oscar nominations Thursday,"['proud', 'happy', 'excited', 'curious', 'annoyed']"
visualnews__usa_today_images_0275_079.jpg,Rory McIlroy of Northern Ireland and Thomas Pieters of Belgium react on the seventh green in the afternoon fourball matches during the 41st Ryder Cup at Hazeltine National Golf Club,['happy']
visualnews__usa_today_images_0275_224.jpg,Wisconsin Badgers guard Ben Brust shoots against Indiana Hoosiers forward Cody Zeller and guard Victor Oladipo in the first half during the semifinals of the Big Ten tournament at the United Center,"['happy', 'excited']"
visualnews__usa_today_images_0278_474.jpg,Orange fireworks explode over Cinderella Castle while illuminated pumpkins are projected with light during the Happy HalloWishes fireworks show at MickeyOs NotSoScary Halloween Party The familyfriendly afterhours event offers trickortreating meet and greets with favorite characters in costume plus the mustsee Mickey's BootoYou Halloween Parade and Happy HalloWishes fireworks display Mickey's NotSoScary Halloween Party is a special ticket event and takes place on select nights each fall at Walt Disney World Resort in Lake Buena Vista Fla,"['awe', 'happy', 'excited', 'nostalgic']"
visualnews__usa_today_images_0279_076.jpg,Alex Biel 15 of Wall NJ and Amy Wisniewski 17 of Point Pleasant Beach NJ make a cute couple but any girl wearing her dress would be turned away from the Readington Middle School dance because it's strapless,"['happy', 'annoyed']"
visualnews__usa_today_images_0279_378.jpg,The waters of the Bahamas are teeming with exotic fish Besides fly and reeffishing many an amateur or pro come to the islands for the exceptional big game fishing,"['interested', 'happy']"
visualnews__usa_today_images_0280_868.jpg,Ohio State Buckeyes running back Jalin Marshall works around an Oregon Ducks defender during the first quarter in the 2015 CFP National Championship Game at AT T Stadium,"['impressed', 'happy', 'sad']"
visualnews__usa_today_images_0282_916.jpg,This image provided by Delta shows an example of what fliers will see when they look at the bagtracking map view on Delta's app,"['impressed', 'interested', 'excited', 'curious', 'confused']"
visualnews__usa_today_images_0283_760.jpg,Punxsutawney Phil right is held by Ben Hughes after emerging from his burrow on Gobblers Knob in Punxsutawney Pa on Feb 2 2010,"['happy', 'excited', 'confused', 'sad']"
visualnews__usa_today_images_0301_266.jpg,If you have an advisory committee respect what members have to say,"['happy', 'excited', 'inspired']"
visualnews__usa_today_images_0301_811.jpg,The Barisan National party flag flies next to the Sultan Ahmad Shah State Mosque on April 19 in Malaysia,"['confused', 'neutral']"
visualnews__usa_today_images_0308_308.jpg,George Zimmerman stands with his attorney Don West during his murder trial July 12 in Sanford Fla,"['happy', 'anger', 'confused', 'sad', 'angry']"
visualnews__usa_today_images_0309_049.jpg,Buddy Guy 80 is the last surviving representative of a generation of blues musicians who defined the genre and inspired legions of British musicians to dive into the blues including Guy's friend and mentee guitarist Jeff Beck,"['sad', 'happy', 'nostalgic']"
visualnews__usa_today_images_0309_328.jpg,This handout photo obtained from the Agency for Technical Cooperation and Development Assistance on Oct 7 2016 shows a woman looking on in the devasted town of Jeremie west Haiti following Hurricane Matthew Hurricane Matthew,"['sad', 'hopeful', 'inspired']"
visualnews__usa_today_images_0309_356.jpg,Airlines discount prices for the days when most of us do nt want to fly Many JetBlue sales are good for flights on Tuesdays and Wednesdays only,"['impressed', 'interested', 'happy', 'excited', 'curious', 'joy', 'angry']"
visualnews__usa_today_images_0311_063.jpg,FBI investigators work a crime scene outside of the Curtis Culwell Center Police shot and killed the men after they opened fire on a security officer outside the suburban Dallas venue which was hosting a contest for prophet Mohammad cartoons,"['sad', 'scared', 'fear', 'anger', 'worried', 'curious', 'angry']"
visualnews__usa_today_images_0311_135.jpg,Josh Hamilton right poses with new teammate Albert Pujols center and Mike Trout during photo day at Tempe Diablo Stadium,"['proud', 'happy', 'joy']"
visualnews__usa_today_images_0313_192.jpg,Serena Williams celebrates after defeating Victoria Azarenka in the 2013 US Open women's singles final,"['happy', 'excited', 'amazed']"
visualnews__usa_today_images_0317_067.jpg,Double fence for security from protesters are placed all over downtown Cleveland while crews prepared for Republican National Convention,"['neutral', 'hopeful', 'excited', 'anger', 'curious', 'annoyed', 'bored', 'fear']"
visualnews__usa_today_images_0322_682.jpg,Sen Ernie Chambers of Omaha listens to a debate on overriding Gov Pete Ricketts veto of a death penalty repeal bill in Lincoln Neb on May 27 2015,"['concerned', 'sad', 'fear']"
visualnews__usa_today_images_0322_779.jpg,A Tour Guide talks to a group of school kids at the National Corvette Museum in Bowling Green Monday morning May 20 2002,"['intrigued', 'interested', 'happy', 'curious', 'excited', 'joy']"
visualnews__usa_today_images_0328_369.jpg,The hourglass from The Wizard of Oz is displayed at the Farnsworth Museum in Rockland Maine,"['interested', 'sad', 'neutral', 'bored', 'nostalgic']"
visualnews__usa_today_images_0344_537.jpg,Speaker of the House Rep John Boehner addresses the media during a press conference in the US Capitol building Friday,"['concerned', 'interested', 'curious', 'annoyed']"
visualnews__usa_today_images_0347_757.jpg,The Pub on Passyunk East better known as the POPE is a magnet for lovers of specialty and craft beer in South Philly,"['interested', 'happy', 'excited', 'bored']"
visualnews__usa_today_images_0347_760.jpg,Sarah Palin poses for a portrait,"['angry', 'happy', 'proud']"
visualnews__usa_today_images_0347_959.jpg,Marte Deborah Dalelv was interviewed Friday in Dubai,"['happy', 'curious', 'confused', 'sad', 'angry']"
visualnews__usa_today_images_0349_947.jpg,Supporters for Republican presidential hopeful Sen Ted Cruz RTexas cheer before the Republican debate,"['concerned', 'worried', 'excited', 'annoyed', 'confused', 'disgusted', 'sad', 'angry']"
visualnews__usa_today_images_0351_960.jpg,Nov 29 2015 Cincinnati OH USA St Louis Rams wide receiver Kenny Britt runs the ball against the Cincinnati Bengals in the second half at Paul Brown Stadium Cincinnati defeated St Louis 317 Mandatory Credit Mark ZerofUSA TODAY Sports,"['upset', 'proud', 'neutral', 'happy', 'excited', 'sad']"
visualnews__usa_today_images_0352_005.jpg,Katie Manning assistant manager at Bonobos Guideshop in Georgetown helps Terrence Keaney,"['intrigued', 'interested', 'proud', 'happy', 'curious', 'calm', 'confused']"
visualnews__usa_today_images_0352_734.jpg,Shoppers leave a Target store in North Olmsted Ohio on Dec 19,"['happy', 'excited', 'joy', 'calm']"
visualnews__usa_today_images_0357_108.jpg,The sign at Boston's Hyannis terminal of the Steamship Authority is covered with snow during winter storm Nemo,"['upset', 'joy', 'sad']"
visualnews__usa_today_images_0358_163.jpg,Homes burn as the Yarnell Hill Fire approaches property in Glenn Ilah,"['upset', 'concerned', 'interested', 'scared', 'sad', 'fear']"
visualnews__usa_today_images_0363_879.jpg,Bills linebacker Bryan Scott makes an interception on the Dolphins final drive to seal a 1914 win Thursday night,"['impressed', 'happy', 'excited', 'sad']"
visualnews__usa_today_images_0363_904.jpg,In this July 13 2013 photo House and Urban Development Secretary Julian Castro testifies on Capitol Hill in Washington Castro is being considered by Hillary Clinton as a vice presidential pick,"['sad', 'happy', 'bored', 'nostalgic', 'angry']"
visualnews__usa_today_images_0364_115.jpg,The CJ's Andrew Wolfson shows an AR15 assault rifle up for raffle at NRA annual meeting,"['happy', 'anger']"
visualnews__usa_today_images_0369_924.jpg,Russian opposition leader Alexei Navalny seen through a cage window gestures while speaking in a courtroom in Kirov on Friday,['sad']
visualnews__usa_today_images_0371_580.jpg,A woman holds a child as she sits in the open area following a second major earthquake in Kathmandu,"['sad', 'happy']"
visualnews__usa_today_images_0374_630.jpg,Police use a water canon as right wing demonstrators protest at a memorial site at the Place de la Bourse in Brussels on March 27 2016,"['upset', 'sad', 'angry']"
visualnews__usa_today_images_0377_004.jpg,This photo taken on March 17 2015 shows men trying to repair a damaged bridge in PortVila in cycloneravaged Vanuatu after Super Tropical Cyclone Pam tore through on March 13 packing wind gusts of up to 320 kilometres an hour Vanuatu warned on March 17 2015 it faces imminent food shortages as accounts emerged of huge damage to a large outer island days after one of the fiercest cyclones on record pummelled the Pacific archipelago,"['concerned', 'hopeful', 'worried', 'sad']"
visualnews__usa_today_images_0382_017.jpg,TurboTax has turned off the ability of its software to efile state tax returns across the US after the company found an increase in suspicious filings the company said,['anger']
visualnews__usa_today_images_0382_287.jpg,Veterans Affairs Secretary Eric Shinseki is resisting calls for him to resign,"['impressed', 'interested', 'annoyed', 'sad', 'angry']"
visualnews__usa_today_images_0386_971.jpg,When he's not meeting media obligations Mark Richt can coach players such as Javonte Nelson,"['happy', 'anger']"
visualnews__usa_today_images_0389_040.jpg,April 29 2008 The zoo held a little birthday party for Harry's first birthday,"['happy', 'excited']"
visualnews__usa_today_images_0393_921.jpg,The Old Faithful Inn a few days before closing early October Yellowstone National Park Wyoming,"['happy', 'excited', 'curious', 'sad']"
visualnews__usa_today_images_0394_249.jpg,Members of the Tunisian security services take up a position near the country's parliament after gunmen reportedly took hostages outside the National Bardo Museum,"['good', 'anger', 'fear']"
visualnews__usa_today_images_0396_521.jpg,49ers quarterback Colin Kaepernick celebrates after scoring a touchdown against the Packers during the third quarter of the NFC divisional playoff game at Candlestick Park,"['excited', 'disgusted', 'happy']"
visualnews__usa_today_images_0400_202.jpg,Zac Efron surprised Simone Biles with a kiss on the cheek,"['happy', 'excited', 'confused', 'disgusted', 'angry']"
visualnews__usa_today_images_0404_915.jpg,Homelessness and mental illness often go handinhand,"['neutral', 'happy', 'anger', 'sad']"
visualnews__usa_today_images_0405_064.jpg,Jean Fogus left and her daughter Pamela Luna survey the damage from their porch after a tornado touched down in Ashland City Tenn,"['neutral', 'happy', 'sad']"
visualnews__usa_today_images_0407_405.jpg,A jet aerial tanker drops its load of fire retardant on a fire near Pollack Pines Calif Monday Sept 15 2014 The fire which started Sunday has consumed more than 3000 acres and forced the evacuation of dozens of homes,"['hopeful', 'fear']"
visualnews__usa_today_images_0411_139.jpg,Brian Ebersole fights against Rick Story in their welterweight bout during UFC 167 at MGM Grand Garden Arena,"['concerned', 'fear', 'excited', 'worried']"
visualnews__usa_today_images_0412_387.jpg,A weather warning sign is displayed near the 18th green scoreboard Play was halted at 836 am,"['happy', 'curious', 'worried', 'bored']"
visualnews__usa_today_images_0413_118.jpg,Journalists and curious town residents await a news conference at the New York State Police barracks in Malone on Friday night June 26 2015 regarding the manhunt for escaped prisoners and convicted murderers Richard Matt and David Sweat,"['concerned', 'scared', 'happy', 'anger', 'worried', 'fear']"
visualnews__usa_today_images_0413_976.jpg,This undated file image obtained from Facebook shows Ahmed Abu Khattala who was captured by US special forces on June 15 2014,"['upset', 'concerned', 'proud', 'scared', 'happy', 'worried']"
visualnews__usa_today_images_0417_160.jpg,Jamie Sparks of Reno relaxes after arriving on the playa at Burning Man on Thursday afternoon She and fellow Burners will spend the next couple of days setting up their camp,"['intrigued', 'happy', 'excited', 'inspired', 'nostalgic']"
visualnews__usa_today_images_0417_433.jpg,Children walk to school during a snowstorm in New York City on Feb 13,"['concerned', 'proud', 'neutral', 'happy', 'worried', 'nostalgic']"
visualnews__usa_today_images_0420_716.jpg,New York Jets quarterback Geno Smith rushes the ball against the Pittsburgh Steelers during the first half,"['impressed', 'interested', 'hopeful', 'excited', 'curious', 'inspired', 'bored', 'angry']"
visualnews__usa_today_images_0423_831.jpg,Former US Rep Gabrielle Giffords of Arizona on Friday visited the Connecticut town where a gunman killed 26 people last month inside an elementary school,"['sad', 'hopeful']"
visualnews__usa_today_images_0429_551.jpg,Colombia Bandeja Paisa There is debate about who originally created this popular dish but today's controversy centers on which town serves the best Medellin or Bogota The dish consists of beans rice pork skin meat or chorizo plantains avocado and fried egg For one of the best renditions of the meal in Bogota check out El Portal de la Antigua,"['intrigued', 'interested', 'curious', 'inspired', 'disgusted']"
visualnews__usa_today_images_0434_302.jpg,Amy Rademaker and Natasha Weigel were killed in this 2006 car accident in Wis Their accident is one of several that has lead to the GM recall where the electrical systems may be faulty,"['upset', 'anger', 'angry', 'sad', 'fear']"
visualnews__usa_today_images_0437_508.jpg,During the worst years of the drug wars Eduardo Salcedo sat in his office overlooking a sprawling manufacturing plant of medical devices in Tijuana and fended off worried calls from corporate officials in Vista Calif The vice president overseeing DJ Orthopedic's Mexican manufacturing plant says his bosses were considering pulling out of Mexico,"['concerned', 'sad', 'interested', 'angry']"
visualnews__usa_today_images_0437_548.jpg,ChickfilA's Superfood Side with kale broccolini dried sour cherries and roasted nuts checks off a lot of superfood boxes and replaces the fastfood chain's coleslaw starting Jan 18 2016,"['happy', 'excited', 'curious', 'angry']"
visualnews__usa_today_images_0438_829.jpg,Birdman stars Amy Ryan Naomi Watts Emma Stone Edward Norton and Michael Keaton accept the award for outstanding cast in a motion picture at the SAG Awards,"['proud', 'happy', 'curious', 'excited', 'nostalgic']"
visualnews__usa_today_images_0442_020.jpg,May 17 A member of the Andretti Autosport crew right congratulates Kurt Busch after his second qualifying attempt,"['proud', 'happy', 'excited', 'bored']"
visualnews__usa_today_images_0448_778.jpg,In a stunning defeat House Majority Leader Eric Cantor lost a Virginia primary to Tea Party challenger Dave Brat Cantor resigned Aug 18,"['sad', 'curious', 'bored']"
visualnews__usa_today_images_0449_908.jpg,Castro speaks with public defender Kathleen DeMetz during his arraignment,"['happy', 'curious', 'worried', 'sad']"
visualnews__usa_today_images_0453_117.jpg,Presenter Harrison Ford left Patricia Arquette and honoree Richard Linklater attend the Costume Designers Guild Awards at The Beverly Hilton Hotel on Feb 17 2015,"['interested', 'happy', 'excited', 'confused', 'sad']"
visualnews__usa_today_images_0459_768.jpg,Sweden players react after receiving their silver medals,"['sad', 'happy']"
visualnews__usa_today_images_0464_874.jpg,Family members of those who died in the Oklahoma City bombing two years ago stand on the ground where the Alfred P Murrah Federal Building once stood during the second anniversary memorial ceremony Saturday April 19 1997 The remains of the Oklahoma Resources Board left Athenian Building and the Journal Record Building still stand in the back ground,"['inspired', 'sad', 'angry']"
visualnews__usa_today_images_0469_605.jpg,HOYLAKE ENGLAND JULY 15 Rory McIlroy of Northern Ireland chats with Thongchai Jaidee of Thailand during a practice round prior to the start of The 143rd Open Championship at Royal Liverpool on July 15 2014 in Hoylake England,"['curious', 'happy']"
visualnews__usa_today_images_0475_666.jpg,Devils defenseman Andrew MacWilliam checks Rangers forward Jimmy Vesey into the crossbar during the third period,"['interested', 'scared', 'happy', 'worried', 'excited']"
visualnews__usa_today_images_0477_239.jpg,Italian Coast Guard officers disembark the body of a dead migrant off the ship Bruno Gregoretti in Valletta's Grand Harbor in Malta,"['interested', 'worried', 'confused', 'sad']"
visualnews__usa_today_images_0478_487.jpg,A scene from Netflix's latest hit Stranger Things,"['good', 'happy', 'excited', 'fear']"
visualnews__usa_today_images_0480_206.jpg,Simone Biles of the United States competes on the beam during the women's individual allaround final in the Rio 2016 Summer Olympic Games at Rio Olympic Arena,"['proud', 'amazed', 'calm', 'sad']"
visualnews__usa_today_images_0480_320.jpg,Susan Rice is a longtime associate of the president working as foreign policy adviser during his 2008 campaign,"['proud', 'interested', 'hopeful', 'anger', 'curious', 'happy', 'angry']"
visualnews__usa_today_images_0482_097.jpg,Former Penn State head football coach Joe Paterno right stands with his arm around Jerry Sandusky in 1999,"['interested', 'neutral', 'happy', 'excited', 'curious', 'angry']"
visualnews__usa_today_images_0483_401.jpg,Debris belonging to the A321 Russian airliner is seen at the site of the crash in Wadi elZolmat a mountainous area in Egypt's Sinai Peninsula on Nov 1 2015,"['intrigued', 'curious', 'worried', 'sad']"
visualnews__usa_today_images_0483_853.jpg,May 17 2016 A garage is boarded up Tuesday on the property where Dana Rhoden and her two children Hanna Rhoden and Chris Rhoden Jr were found shot and killed Her mobile home and its additions were removed and seized by the Pike County Sheriff and the Ohio Bureau of Criminal Investigations,"['scared', 'worried', 'bored', 'sad', 'angry']"
visualnews__usa_today_images_0487_810.jpg,Jubilee and Chris Harrison on the Women's Tell All episode,"['intrigued', 'interested', 'happy', 'excited']"
visualnews__usa_today_images_0492_462.jpg,Water flowing over the top of levee on River Road as the Vermilion River continued to rise Monday,"['concerned', 'good', 'curious', 'worried', 'calm']"
visualnews__usa_today_images_0493_540.jpg,Vin Scully with his wife Sandi and sons Kevin and Todd is given a Guinness World Records certificate for the longest career as a sports broadcaster for a single team in 2015,"['curious', 'impressed', 'proud', 'happy']"
visualnews__usa_today_images_0493_645.jpg,Hillary Clinton embraces a supporter in Reno on Aug 25 2016,['happy']
visualnews__usa_today_images_0495_935.jpg,Authorities are examining unidentified material that has washed ashore in western Australia for any signs of links to missing Malaysia Airlines Flight MH370 Malaysian authorities also announced the formation of an international investigation team,"['intrigued', 'concerned', 'interested', 'scared', 'happy', 'hopeful', 'excited', 'sad']"
visualnews__usa_today_images_0498_815.jpg,Spotting a whale is very likely in Alaska but the commonality of the sightings does nt lessen the majesty of the sight,"['happy', 'awe', 'good']"
visualnews__usa_today_images_0498_840.jpg,Windstar Cruises visits several ports in Costa Rica where whitefaced capuchin monkeys swing from trees and even come out to play,"['happy', 'excited', 'fear']"
visualnews__usa_today_images_0503_073.jpg,SNJ Today anchorwoman Cara McCollum NBC10 anchorman Keith Jones and Danielle Karcich of Philadelphia,"['happy', 'calm']"
visualnews__usa_today_images_0503_203.jpg,Notre Dame Fighting Irish forward Zach Auguste goes for a rebound against Wisconsin Badgers guard Zak Showalter,"['proud', 'happy', 'excited', 'bored']"
visualnews__usa_today_images_0503_713.jpg,Denver Broncos wide receiver Wes Welker practices kickoff returns prior to the start of a scrimmage at Sports Authority Field,"['intrigued', 'awe', 'good', 'happy', 'excited']"
visualnews__usa_today_images_0507_351.jpg,Miguel Angel Jimenez at the 11th green during the first round of the 2013 The Open Championship at Muirfield Golf Club,"['proud', 'curious', 'excited', 'calm', 'bored', 'nostalgic']"
visualnews__usa_today_images_0507_456.jpg,Construction workers stabilize the roof of the education building of St John's Lutheran Church in New Minden Ill on Monday Nov 18 2013 Dozens of tornadoes and intense thunderstorms swept across the US Midwest on Sunday unleashing powerful winds that flattened entire neighborhoods flipped over cars and uprooted trees EDWARDSVILLE INTELLIGENCER OUT THE ALTON TELEGRAPH OUT,"['upset', 'concerned', 'hopeful', 'sad', 'angry']"
visualnews__usa_today_images_0509_428.jpg,After being benched Yasiel Puig was called upon to pinchhit in the eighth inning and snapped a slump and silenced speculation he's in the doghouse The rookie sensation hit a tiebreaking home run to help the Dodgers beat the Marlins 64 on Aug 20,"['proud', 'happy', 'excited', 'bored']"
visualnews__usa_today_images_0512_307.jpg,Oct 18 is Chuck Berry's 86th birthday To celebrate the Rock and Roll Hall and Museum Fame is honoring its first inductee with Roll Over Beethoven The Life and Music of Chuck Berry a celebration that culminates Oct 27 with an American Music Masters tribute concert featuring Berry and other artists A related Rock Hall exhibit opens Thursday here's an exclusive preview of what will go on display in Cleveland Pictured is the cover for Chuck Berry The Autobiography published in 1987,"['interested', 'happy', 'excited']"
visualnews__usa_today_images_0512_371.jpg,Sir Richard Branson drives a Gibbs Aquada in the River Thames on Jan 12 2004 during the London International Boat Show,"['interested', 'happy']"
visualnews__usa_today_images_0516_732.jpg,The 216acre Brookfield Zoo in Chicago has all the guest favorites as well as a kiddesigned Hamill Family Play Zoo,['happy']
visualnews__usa_today_images_0517_408.jpg,2 Cow Tales What's not to like about a candy named after a part of an animal's anatomy Yum Justin Willman,"['interested', 'happy', 'confused', 'disgusted']"
visualnews__usa_today_images_0518_360.jpg,Maxine Cherry waters flowers at her home at the ShangriLa Ranch a clothingoptional and familyfriendly community in New River on Saturday June 20 2015,['happy']
visualnews__usa_today_images_0520_114.jpg,Sen Marco Rubio RFla speaks at the 2015 Conservative Political Action Conference in National Harbor Md on Feb 27,"['intrigued', 'interested', 'happy', 'anger', 'curious', 'disgusted', 'angry']"
visualnews__usa_today_images_0521_796.jpg,A bouquet of flowers sits Friday April 28 1995 near the site rescue workers call the pit where the car bomb exploded April 19 at the Alfred P Murrah Federal Building in downtown Oklahoma City More than 110 people have been confirmed dead in the blast,"['happy', 'sad']"
visualnews__usa_today_images_0526_398.jpg,Feb 22 Reds closer Aroldis Chapman throws at Spring Training,"['happy', 'excited', 'curious', 'sad']"
visualnews__usa_today_images_0528_556.jpg,The new Moto X,"['intrigued', 'happy', 'worried', 'nostalgic']"
visualnews__usa_today_images_0529_160.jpg,Prince William Duke of Cambridge and Catherine Duchess of Cambridge sign the visitors book at The Football Association's National Football Centre at St George's Park on October 9 2012 in BurtonuponTrent England The Royal couple were given a tour of the 330 acre site which includes 12 full size pitches sports medicine and sports science facilities two hotels and a conference centre,"['interested', 'neutral', 'excited', 'amazed', 'annoyed']"
visualnews__usa_today_images_0532_045.jpg,Condensation forming on the wings briefly obscures part of the wing as an American Airlines Boeing 737800 lands in Chicago OHare on May 24 2015,"['intrigued', 'interested', 'scared', 'excited']"
visualnews__usa_today_images_0533_597.jpg,Speaking of bottomless mimosas try the blood orange Patrons who order the bottomless version find theirs served in pint glasses,"['interested', 'happy', 'excited', 'curious']"
visualnews__usa_today_images_0543_516.jpg,S Mike Mitchell Signed with Steelers,"['excited', 'happy']"
visualnews__usa_today_images_0548_060.jpg,Tami Bradley hugs her daughter Savannah moments after watching her husband The Two Eagles balloon pilot Troy Bradley and fellow pilot Leonid Tiukhtyaev surpass a gas ballooning distance record on a giant screen inside the mission control room in Albuquerque,"['excited', 'happy']"
visualnews__usa_today_images_0548_173.jpg,Zach Imig 6 and Alex Imig 10 both of western Des Moines Friday Oct 23 2015 during Halloween Hoopla at Raccoon River Park in West Des Moines,"['happy', 'joy']"
visualnews__usa_today_images_0548_916.jpg,Danica Patrick and Ricky Stenhouse Jr came onto the Nationwide Series circuit together in 2010 We got along from the very beginning Patrick says of Stenhouse,"['proud', 'happy']"
visualnews__usa_today_images_0549_538.jpg,Dorothy Martell 100 of Glendale Ariz kisses her dayold greatgreat grandson born June 6 2016 100 years to the day of her birth at a hospital in Sun City West Ariz,"['proud', 'happy', 'excited', 'amazed', 'joy']"
visualnews__usa_today_images_0550_023.jpg,People walk through a cold and snowy Washington Park in Albany NY The National Weather Service said some areas from Buffalo to Albany could get up to 14 inches of snow by the time the coastal storm moved out Friday morning,"['awe', 'concerned', 'happy', 'excited', 'worried', 'disgusted', 'sad']"
visualnews__usa_today_images_0551_860.jpg,Louisville Cardinals players celebrate with the Midwest regional championship trophy and the jersey of injured teammate Kevin Ware after defeating the Duke Blue Devils at Lucas Oil Stadium,"['interested', 'proud', 'happy', 'bored']"
visualnews__usa_today_images_0553_647.jpg,Rescuers move an injured woman,"['scared', 'sad']"
visualnews__usa_today_images_0555_335.jpg,UCF Knights running back Storm Johnson is tackled by Temple Owls defensive back Abdul Smith and linebacker Jarred Alwan during the first quarter at Lincoln Financial Field,"['happy', 'excited', 'sad']"
visualnews__usa_today_images_0555_464.jpg,Martie Maguire sings and plays mandolin on Landslide as the prodigal Dixie Chicks return to Nashville for their concert at the GEC Dec 1 2006,"['interested', 'proud', 'sad', 'happy', 'excited', 'angry', 'bored', 'nostalgic']"
visualnews__usa_today_images_0558_374.jpg,Liliana Fernandez Steiner and Elsa Baquerizo Mcmillan celebrate during the women's preliminary against Brazil,['happy']
visualnews__usa_today_images_0559_930.jpg,These are just too delicious,"['intrigued', 'sad', 'happy']"
visualnews__usa_today_images_0562_663.jpg,New York Giants running back Shane Vereen carries the ball as Washington Redskins safety DeAngelo Hall and safety David Bruton Jr defend during the first quarter at MetLife Stadium,"['proud', 'hopeful', 'happy', 'excited']"
visualnews__usa_today_images_0562_763.jpg,At Glenwood Gardens in Bakersfield Calif an elderly woman died after a nurse refused to perform CPR on her last week,"['upset', 'sad', 'happy', 'anger']"
visualnews__usa_today_images_0565_560.jpg,Larry Drew was fired as Bucks coach to make room for Jason Kidd Drew went 1567 in one season with Milwaukee but is 143169 overall,['sad']
visualnews__usa_today_images_0565_778.jpg,The crew for United's inaugural Dreamliner flight poses for a photo before departing Houston,"['proud', 'happy', 'excited', 'sad']"
visualnews__usa_today_images_0567_340.jpg,Washington Redskins running back Alfred Morris is tackled by Miami Dolphins defensive tackle Ndamukong Suh and outside linebacker Koa Misi during the first half at FedEx Field,"['excited', 'interested', 'happy']"
visualnews__usa_today_images_0568_408.jpg,The Duchess of Cambridge Catherine Middleton and Prince William Duke of Cambridge leave the King Edward VII hospital where she has been treated for hyperemesis gravidarum on Dec 6 in London,['happy']
visualnews__usa_today_images_0570_899.jpg,T17 Ryan Howard Phillies 20000000,"['impressed', 'proud', 'happy', 'curious', 'excited', 'inspired', 'bored', 'sad', 'confused']"
visualnews__usa_today_images_0572_372.jpg,Packers running back Eddie Lacy leaps over Cowboys safety Byron Jones during the first half,"['upset', 'happy', 'excited', 'joy', 'sad']"
visualnews__usa_today_images_0575_319.jpg,Game 3 Atlanta Braves third baseman Chris Johnson hits an RBI single in the first inning against the Los Angeles Dodgers at Dodger Stadium,"['excited', 'sad', 'happy']"
visualnews__usa_today_images_0575_526.jpg,Riot police block a road leading to the India Gate monument,"['concerned', 'scared', 'sad', 'fear']"
visualnews__usa_today_images_0575_648.jpg,CBS broadcaster Jim Nantz interviews former Indiana head coach Bob Knight during the 75 years of March madness press conference in preparation for Saturday's Final Four at the Georgia Dome,"['angry', 'awe', 'happy']"
visualnews__usa_today_images_0579_515.jpg,Former president George HW Bush and New England Patriots owner Robert Kraft before an NFL football game against the Houston Texans on Dec 1,['happy']
visualnews__usa_today_images_0586_719.jpg,Alabama quarterback AJ McCarron celebrates with his family after winning the BCS national championship,"['happy', 'excited', 'joy', 'nostalgic']"
visualnews__usa_today_images_0587_230.jpg,The queen gave birth to two more children after she was crowned including here Prince Andrew in 1960 and Prince Edward in 1964 This photo with Princess Anne Prince Philip and Prince Charles and one of her everpresent corgis was taken on the lawn at Balmoral on September 8 1960,"['happy', 'nostalgic']"
visualnews__usa_today_images_0587_857.jpg,Stanford Cardinal forward Josh Huestis grabs a rebound ahead of Kansas Jayhawks forward Jamari Traylor and during the second half in the third round of the 2014 NCAA Men's Basketball Championship at Scottrade Center,"['happy', 'excited', 'nostalgic']"
visualnews__usa_today_images_0589_590.jpg,Former Soviet leader Mikhail Gorbachev attends the celebrations during the citizens festival at Brandenburg Gate,"['interested', 'sad', 'happy', 'confused', 'nostalgic', 'angry']"
visualnews__usa_today_images_0589_705.jpg,Suction hose deployed an Erickson Air Crane firefighting helicopter takes on another load of water from Lake Chelan destined for the nearby Chelan Complex fire burning in northcentral Washington State on August 23 2015,"['intrigued', 'concerned', 'proud', 'scared', 'hopeful', 'sad', 'angry']"
visualnews__usa_today_images_0591_835.jpg,A California Highway Patrol officer stands with his weapon as authorities pursued the suspects in a shooting that occurred at the Inland Regional Center in San Bernardino,"['impressed', 'scared', 'curious', 'sad', 'fear']"
visualnews__usa_today_images_0593_304.jpg,Israeli Prime Minister Benjamin Netanyahu pays his respects,"['proud', 'sad']"
visualnews__usa_today_images_0598_570.jpg,Badlands National Park scenic byway,"['calm', 'happy']"
visualnews__usa_today_images_0602_202.jpg,16 Oklahoma Sooners Last week 20,"['happy', 'excited', 'hopeful', 'nostalgic']"
visualnews__usa_today_images_0603_204.jpg,Ahmad Khan Rahimi 28 of Elizabeth NJ was charged with the Sept 19 2016 attempted murder of five police officers two days after bombs exploded at the Jersey Shore and in Manhattan,"['scared', 'anger', 'sad', 'angry']"
visualnews__usa_today_images_0603_507.jpg,Belk Bowl in Charlotte Louisville vs Georgia ESPN 630,"['excited', 'interested']"
visualnews__usa_today_images_0605_028.jpg,Naturally Will and Kate cheered for Wales during the match with Australia but the Aussies won 156,"['proud', 'sad', 'happy', 'excited', 'nostalgic', 'confused']"
